"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1956-08-01.7.3.1","uk.proc","speech",0.6683482,"1956-08-01","Mr. Harold Davies","Labour","","mp",3,"commons","asked the Secretary of State for Foreign Affairs (1) whether he will refer the decision of Egypt to nationalise the Suez Canal to the Permanent Court of International Justice at The Hague; (2) if he will seek the co-operation of the <em>Soviet</em> Government in dealing with the problem of the recent action of Egypt on the Suez Canal; (3) if he will give the exact terms which the Egyptian Government have communicated to him regarding compensation for Suez Canal shares."
"uk.proc.d.1980-03-12.3.1.3","uk.proc","speech",0.6683482,"1980-03-12","The Lord Privy Seal (Sir Ian Gilmour)","Conservative","The Lord Privy Seal","government",2,"commons","We believe that a declaration by an independent Afghan Government that Afghanistan should be neutral and nonaligned would be in accordance with that country's traditional role; with the needs of the present situation; and with the desire of people of the region for peace. Since the concept of neutrality was put forward on 19 February, we and other members of the Nine have commended the proposal to the <em>Soviet</em> Government. We are speaking also to other countries."
"uk.proc.d.1984-02-24.3.1.62","uk.proc","speech",0.6683482,"1984-02-24","Mr. Wheeler","Conservative","","mp",2,"commons","No. The hon. Lady can make her own speech. Perhaps those other appointments illustrate the arrant hypocrisy of Socialist dogma. The Left preaches equal pay, yet seems happy to pay itself several times the national average. It is reminiscent of all the fringe benefits that come with membership of the <em>Soviet</em> Communist party. Perhaps George Orwell can help the Labour Left to justify the salaries that it pays itself: All animals are equal, but some animals are more equal than others."
"uk.proc.d.1982-03-29.6.1.121","uk.proc","speech",0.6683482,"1982-03-29","Mr. Penhaligon","Liberal","","mp",2,"commons","Most of us have more sense than to run down that path, but we accept that until some serious negotiations take place and until there is a general de-escalation of armaments in the world, the Western NATO alliance must offer a nuclear deterrent to the <em>Soviet</em> Union. However, it does so only as a unit, and Britain cannot do so in splendid isolation"
"uk.proc.d.1933-03-15.6.1.3","uk.proc","speech",0.6683482,"1933-03-15","Mr. BALDWIN","unknown","","mp",3,"commons","Mr. BALDWIN: Yes, Sir. The information which I have received from His Majesty's Ambassador at Moscow confirms the Press reports to the effect that the following British subjects, Messrs. Monkhouse, Thornton, Cushny, MacDonald, Gregory and Nordwall, employed by the Metropolitan Vickers Company, together with more than 20 <em>Soviet</em> citizens employed by"
"uk.proc.d.1990-11-22.7.1.247","uk.proc","speech",0.6683482,"1990-11-22","Mr. MacGregor","Conservative","The Lord President of the Council and Leader of the House of Commons","government",3,"commons","I assure the hon. Lady that we shall all be defending the Government in the Lobby later. It is interesting to note how the triumph came about, first, because in the 1980s we and others in the west maintained strong defences and the nuclear deterrent. The <em>Soviet</em> Union realised that military domination was impossible. Secondly, the spectacular"
"uk.proc.d.1987-10-22.7.1.16","uk.proc","speech",0.6683482,"1987-10-22","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","I have been dealing with this issue for long enough, and I shall continue my own speech. If we had followed the advice of the Labour party and refrained from continuing with the dual-track decision we would not be considering arrangements for arms control and disarmament inspectors, but would be facing the appalling threat of hundreds of missiles from the <em>Soviet</em> Union, with nothing comparable of our own."
"uk.proc.d.1991-11-22.2.2.14","uk.proc","speech",0.6683482,"1991-11-22","Mr. King","Conservative","The Secretary of State for Defence","government",5,"commons"," consider capability and intentions. It is clear that whatever may be the <em>Soviet</em> Union's intentions, it will retain a massive nuclear capability that will require stringent security, and which could remain a threat for many years. I emphasise again the risk that confronts us in terms of the scale of that capability and the time needed to deal with"
"uk.proc.d.1956-04-26.9.1.1","uk.proc","speech",0.6683482,"1956-04-26","The Prime Minister","Conservative","The Prime Minister","government",3,"commons","Mr. Speaker, with your permission and that of the House, I will make a short statement. As the House will be aware, the discussions which have been taking place between Her Majesty's Government and the <em>Soviet</em> leaders have been concluded. The results of the talks will be embodied in a statement which will be published early tomorrow. For the convenience of the House the statement will be laid as a White Paper, which will be available when the House meets tomorrow morning."
"uk.proc.d.1961-01-26.7.1.2","uk.proc","speech",0.6683482,"1961-01-26","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","No, Sir. The Education Ministers keep under close study educational developments overseas, and I do not consider that a Royal Commission is necessary. So far as higher education is concerned, the House knows that we are setting up a committee to review its development. No doubt the committee will take note of developments in the United States and the <em>Soviet</em> Union in so far as they are relevant."
"uk.proc.d.1931-09-17.5.16.2","uk.proc","speech",0.6683482,"1931-09-17","Mr. ALBERY","Con","","mp",2,"commons","26. Mr. ALBERY to ask the Minister of Health how many areas have now been cleared under the Housing Act, 1936; and how many houses have been constructed up to date under this Act? 27. Commander BELLAIRS to ask the Minister of Health the proportion of preservatives in the <em>Soviet</em> Russian fruit pulp sent to this country; and whether the Ministry is considering the prohibition of all imports of a deleterious character?"
"uk.proc.d.1953-10-28.21.1.52","uk.proc","speech",0.6683482,"1953-10-28","Mr. Mott-Radclyffe","Conservative","","mp",2,"commons","I think the hon. Gentleman will recollect—no doubt someone will correct me if I am wrong—that the disagreement was not only over the nationality of the governor; it was on the much wider question of the powers given to the governor. As the hon. Gentleman knows, the <em>Soviet</em> Union are always willing, in retrospect, to say they would accept a decision which, at the particular time when it was put forward, they showed no signs of accepting at all."
"uk.proc.d.1978-01-18.8.1.32","uk.proc","speech",0.6683482,"1978-01-18","Dr. Owen","Labour","The Secretary of State for Foreign and Commonwealth Affairs","government",3,"commons","I do not know whether the Americans have replied. I have no information on that, but I know that we are discussing the matter with them and I would be surprised if they have given a definitive reply on the démarche in Mogadishu. In regard to what I did or did not say in the <em>Soviet</em> Union—and I am surprised that the right hon. Gentleman raised that"
"uk.proc.d.1948-12-09.12.1.53","uk.proc","speech",0.6683482,"1948-12-09","Mr. Eden","Conservative","","mp",2,"commons","Yes, that is what it is. There is the withdrawal of the Western liaison officers from the City Hall in the <em>Soviet</em> sector and the forced transfer of the legal magistrate to premises on the Western side. These things are an end to the pretence that the city's administration could be carried on despite the differences between the great Powers. In"
"uk.proc.d.1958-11-11.12.3.3","uk.proc","speech",0.6683482,"1958-11-11","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","Our policy on the discontinuance of nuclear tests is set out in our public statement of 22nd August, which is contained in Command Paper 551 published on 30th October. We have already made it plain that we accept the recommendations of the Geneva experts' conference, including, of course, their ideas on an inspection system. But we are not prepared to accept the <em>Soviet</em> position of prohibiting nuclear tests without agreement on a control system."
"uk.proc.d.1959-04-15.7.1.4","uk.proc","speech",0.6683482,"1959-04-15","Mr. Warbey","Labour","","mp",2,"commons","asked the Secretary of State for Foreign Affairs (1) what discussions took place at the recent Western Foreign Ministers' Conference on British proposals for disengagement, thinning-out, freezing or equalisation of forces in an agreed part of Europe; (2) what progress has been made with the study of the possibility of increasing security by some method of limitation of forces and weapons, both conventional and nuclear, in an agreed area of Europe referred to in the Anglo-<em>Soviet</em> communiqué of 3rd March."
"uk.proc.d.1981-11-05.4.2.27","uk.proc","speech",0.6683482,"1981-11-05","Mr. Atkins","Conservative","","mp",3,"commons"," while ago I mentioned Afghanistan. We intend to continue to emphasise the importance of a negotiated <em>Soviet</em> withdrawal and the return of Afghanistan to independence and non-alignment. The Ten, as the House knows, have made proposals which remain on the table as a practical way of achieving these ends. The world must not be allowed to forget that there"
"uk.proc.d.1956-12-05.11.1.30","uk.proc","speech",0.6683482,"1956-12-05","Mr. Lloyd","Conservative","The Secretary of State for Foreign Affairs","government",4,"commons",", radar, wireless, etc., 2 destroyers, 4 minesweepers, 20 motor torpedo boats and a number of smaller vessels. There was also the probability, or the possibility, that some small submarines were to be provided. It would appear that Egypt was being equipped by the <em>Soviet</em> Union for full-scale military operations. As far as our deliveries of arms are"
"uk.proc.d.1961-04-24.14.1.1","uk.proc","speech",0.6683482,"1961-04-24","The Joint Under-Secretary of State for Foreign Affairs (Mr. J. B. Godber)","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",5,"commons","With your permission, Mr. Speaker, and that of the House, I wish to make a statement on Laos. The House will be glad to know that my noble Friend has now been able to reach agreement with the <em>Soviet</em> Foreign Minister on communications covering the preliminary arrangements for a cease-fire and a conference on Laos. The three communications are being"
"uk.proc.d.1983-10-25.5.1.15","uk.proc","speech",0.6683482,"1983-10-25","Mr. Peter Tapsell","Conservative","","mp",2,"commons","Does my right hon. and learned Friend accept that, for the reasons that I briefly summarised in my question to him yesterday, American intervention was inevitable and desirable? Does he agree that those countries in the Caribbean most completely wedded to democracy will be strong supporters of the action that has been taken? Is it not time that those who are for ever blathering on about the dangers posed by <em>Soviet</em> imperialism should, for once, support the United States in defending our freedom?"
"uk.proc.d.1995-03-16.9.1.62","uk.proc","speech",0.6683482,"1995-03-16","Mr. Baldry","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","As I said, the CDC has not yet even applied to invest in eastern Europe or the former <em>Soviet</em> Union. If it were to do so, one of the things that we would have to consider is the fact that other organisations are already able to invest there, so the hon. Gentleman raises an entirely hypothetical point. There is wide support for the CDC and the Bill, and I hope that the House will grant it a Second Reading with acclaim."
"uk.proc.d.1956-02-15.4.9.4","uk.proc","speech",0.6683482,"1956-02-15","Mr. Lloyd","Conservative","The Secretary of State for Foreign Affairs","government",2,"commons","I do not think the hon. Gentleman is correct in saying that the Anglo-French proposals were accepted by the <em>Soviet</em> Union, because there was no agreement upon control, and that is the essence of any disarmament agreement. As for the other point, I have always taken the view that if we can get agreement about disarmament, that will of itself contribute to a lessening of tension, but there will not be substantial disarmament unless we also remove the causes of tension."
"uk.proc.d.1931-02-16.15.1.1","uk.proc","speech",0.6683482,"1931-02-16","Mr. THORNE","unknown","","mp",2,"commons","67 and 68. Mr. THORNE asked the President of the Board of Trade (1) the amount of production of pig-iron and steel in the United States of America, Germany, and the United Kingdom for the years ended 1929 and 1930; (2) whether he has any available statistics in respect to the output of coal, iron ore, pig-iron, and steel in <em>Soviet</em> Russia for the periods 1928–29 and 1929–30?"
"uk.proc.d.1964-01-21.17.1.11","uk.proc","speech",0.6683482,"1964-01-21","Sir T. Moore","Conservative","","mp",3,"commons","Yes, Sir. What I sought to inquire was whether, if these proposals were carried into effect, it would not prove somewhat embarrassing when we next had the pleasure of welcoming Hero of the <em>Soviet</em> Union Khrushchev to our shores. Question put and agreed to . Bill ordered to be brought in by Mr. Emrys Hughes, Mr. Manuel, Mr. Ellis Smith, Mr. Loughlin, Mr. S. Silverman, Mr. W. Hamilton, and Mr. Baxter."
"uk.proc.d.1959-04-27.5.2.4","uk.proc","speech",0.6683482,"1959-04-27","Mr. Beswick","Labour","","mp",2,"commons","asked the Minister of Supply (1) to what extent his Department has considered, from the point of view of technical possibilities, the official proposal made by the Union of <em>Soviet</em> Socialist Republics for a space research project on an international basis; (2) for what reasons he has decided to delay consultation with Commonwealth countries about a space research project until after a decision has been made about the scale and nature of the British plans for such a project."
"uk.proc.d.1959-04-27.8.1.82","uk.proc","speech",0.6683482,"1959-04-27","Sir C. Mott-Radclyffe","Conservative","","mp",2,"commons","Will the right hon. Gentleman allow me to finish my sentence? It leaves completely untouched the problem of the unification of Germany, and the fact that it is not the presence of troops close to each other in Europe which is creating the tension. What is and has been creating the tension ever since the end of the war is the behaviour of the <em>Soviet</em> Union and the political tension which the Russians themselves have created in the satellites and elsewhere."
"uk.proc.d.1968-12-17.8.19.3","uk.proc","speech",0.6683482,"1968-12-17","Mr. Osborn","Conservative","","mp",2,"commons","Is there not a need for mission-orientated research and development, and for interest such as has been shown by the United States? Bearing in mind protein is extracted from wood, and the wood pulp industry in the <em>Soviet</em> Union, and will be manufactured by the petro chemical industry in the West, is not this better regarded as an industrial and technological activity, rather than that it should rest solely with the Ministry of Agriculture, Fisheries and Food?"
"uk.proc.d.1960-07-12.6.1.5","uk.proc","speech",0.6683482,"1960-07-12","Mr. Gaitskell","Labour","","mp",5,"commons","I am sure that the Prime Minister will realise that there is very considerable public concern about this incident. While I quite appreciate that he has not had time to consider the <em>Soviet</em> Note, and cannot give a full reply at the moment, may I ask him whether he will make a statement on this at the earliest possible moment? Meanwhile, can he"
"uk.proc.d.1963-07-15.15.1.2","uk.proc","speech",0.6683482,"1963-07-15","Mr. Heath","Conservative","The Lord Privy Seal","government",2,"commons","The Lord President of the Council and Mr. Harriman begin their talks with <em>Soviet</em> representatives in Moscow today. I know that the whole House will wish them success. On the purpose of the visit, I would refer the hon. Member to what my right hon. Friend the Prime Minister said in the House on 3rd July and to the Answers which he gave to Questions on 9th and 11th July."
"uk.proc.d.2014-02-24.2.2.12","uk.proc","speech",0.6683482,"2014-02-24","Liam Fox","Conservative","","mp",2,"commons","Does my right hon. Friend accept that many of the problems in Ukraine have been stoked by the policies of the Kremlin? Will he and his international colleagues take every opportunity to remind the Russian leadership that the era of the <em>Soviet</em> Union is over, that interference in what they regard as their near abroad is counter-productive and anachronistic, and that sovereign nations should be allowed to operate self-determination without hindrance or interference?"
"uk.proc.d.1981-01-27.18.1.43","uk.proc","speech",0.6683482,"1981-01-27","Mr. Mayhew","Conservative","The Minister of State, Home Office","government",2,"commons","In the <em>Soviet</em> Union the hon. Gentleman would find no judges, no justice, and nobody to take care of him in extremis. We find ourselves in what we trust is the concluding phase of a lamentably long and damaging period of industrial action in the prisons. That industrial action necessitated quite exceptional measures in the public interest— [Interruption.] —which Parliament granted in the Act. We are now able to manage without— [Interruption.] —the renewal of sections 3, 4 and 5—"
"uk.proc.d.1968-11-14.3.21.4","uk.proc","speech",0.6683482,"1968-11-14","The Prime Minister","Labour","The Prime Minister","government",2,"commons","The views of Her Majesty's Government and the whole House were stated in the debate in August. I have nothing to add to what was said then. No more recent speeches or statements in the <em>Soviet</em> Union or elsewhere in any way derogate from what the whole House expressed then. The second part of my hon. Friend's supplementary question is hypothetical, and best not dealt with at Question Time."
"uk.proc.d.1986-06-30.13.1.88","uk.proc","speech",0.6645009,"1986-06-30","Mr. Strang","Labour","","mp",21,"commons","I shall not give way again if that is the level to which the debate is to be reduced. Fundamental to the debate is the \"<em>Soviet</em> threat\". I do not believe that western Europe should assume that the <em>Soviet</em> Union will not attack it militarily. I do not believe, however, that it has any intention of attacking us. I accept that, regardless of the"
"uk.proc.d.1931-05-18.28.4.2","uk.proc","speech",0.6645009,"1931-05-18","Sir AUSTEN CHAMBERLAIN","unknown","","mp",13,"commons"," least as closely as the Foreign Secretary, and the charge which I have to bring against His Majesty's Government is that the Prime Minister and his Government have allowed the <em>Soviet</em> Government to ignore and flout the solemn warning which they gave when they renewed diplomatic relations, and that they have broken the pledge which they made to the"
"uk.proc.d.1987-10-21.3.13.4","uk.proc","speech",0.6614931,"1987-10-21","Mr. Mellor","Conservative","The Minister of State, Foreign and Commonwealth Office","government",2,"commons"," citizens of the <em>Soviet</em> Union have been allowed to emigrate, and that is a larger figure than for the previous four years taken together. However, that figure still falls short of the 50,000 who were allowed out in 1979. In recent months the numbers have flattened off to a degree that should allow for no complacency. It is important in our dealings"
"uk.proc.d.1982-07-19.13.1.52","uk.proc","speech",0.6614931,"1982-07-19","Mr. Davies","Labour","","mp",3,"commons","I quite understand the right hon. Gentleman's dislike of admirals, and obviously he will not listen to anything that any of them say any more. However, perhaps he should pay some attention to why there has been a build-up of the <em>Soviet</em> Navy. There has been a build-up, not because the <em>Soviet</em> Union was initially concerned with what the Americans"
"uk.proc.d.1990-11-21.4.1.65","uk.proc","speech",0.6614931,"1990-11-21","The Prime Minister","Conservative","The Prime Minister","government",2,"commons"," political ones, but it is our main defence organisation and main contact with the other side of the Atlantic. We must recognise that it is easier in eastern Europe and the <em>Soviet</em> Union to give and to get political freedom than it is to achieve economic liberty. Political freedom can be conferred in response to demand, but economic freedom cannot. One must"
"uk.proc.d.1987-04-02.6.1.35","uk.proc","speech",0.6614931,"1987-04-02","The Prime Minister","Conservative","The Prime Minister","government",3,"commons","I remind the right hon. Gentleman that we, the United States and NATO have agreed to a 50 per cent. reduction in intercontinental ballistic missiles in the <em>Soviet</em> Union and the United States, but that Mr. Gorbachev has not. He links that to SDI. There could be a massive reduction in strategic nuclear weapons if he were to agree. Secondly, we would"
"uk.proc.d.1987-04-02.6.1.47","uk.proc","speech",0.6614931,"1987-04-02","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","I am grateful to the hon. Member for his remarks. I believe that, in a way, he is saying the same as I am with regard to the internal policies of the <em>Soviet</em> Union. Though those policies are still based on Communism in the <em>Soviet</em> constitution, there is now, as a matter of policy, since Mr. Gorbachev's speech of 27 January, a greater openness and"
"uk.proc.d.1948-01-22.13.1.5","uk.proc","speech",0.6614931,"1948-01-22","Mr. Bevin","Labour","The Secretary of State for Foreign Affairs","government",7,"commons"," it was discussed. Already in 1944 there was talk between my predecessor and the Russian Government about a Western association. His Majesty's Government at that time indicated to the <em>Soviet</em> Government that they would put the establishment of a world organisation first on their list. In any case, they proposed to rely on the Anglo-<em>Soviet</em> Alliance"
"uk.proc.d.1930-04-14.6.1.3","uk.proc","speech",0.6614931,"1930-04-14","Mr. DALTON","unknown","","mp",2,"commons"," reciprocal grant of most-favoured-nation treatment in respect of trade, and of national treatment, subject to certain exceptions, in respect of shipping. It will also accord to the <em>Soviet</em> Government the right to establish in London a trade delegation consisting of the trade representative of the Union of <em>Soviet</em> Socialist Republics, and his two"
"uk.proc.d.1956-08-02.19.1.18","uk.proc","speech",0.6614931,"1956-08-02","Mr. Proctor","Labour","","mp",3,"commons"," my constituency and meet some of the Communists, I can give them Khrushchev's opinion of what has been happening in Russia, and it is an answer that would not have convinced them had it come from me alone. There are possibilities of great changes taking place in the <em>Soviet</em> Union. We are consulting America and France, and I have pleaded with the"
"uk.proc.d.1945-06-05.8.15.4","uk.proc","speech",0.6614931,"1945-06-05","The Prime Minister","Conservative","The Prime Minister","government",6,"commons","After the Italian Fleet had surrendered the <em>Soviet</em> Government raised with the Governments of the United Kingdom and the United States the question of handing over to the <em>Soviet</em> Government a number of Italian war- ships and merchant ships. The <em>Soviet</em> Government represented that they had waged war against Italy in alliance with His Majesty's"
"uk.proc.d.1986-04-30.6.1.10","uk.proc","speech",0.6614931,"1986-04-30","Mr. Tony Benn","Labour","","mp",2,"commons"," help the <em>Soviet</em> Union for, in a certain area of nuclear technology, there has always been close co-operation between the Americans, the British and the Russians, especially on nuclear safety. Will the Government go further than indicating a readiness to help? Will they put at the disposal of the <em>Soviet</em> authorities the experts from the United Kingdom"
"uk.proc.d.1987-03-09.9.2.20","uk.proc","speech",0.6614931,"1987-03-09","Mr. Cartwright","Social Democratic Party","","mp",2,"commons"," improved by trying to link negotiations on chemical weapons to INF negotiations. It has been suggested in some quarters that NATO somehow needs the cruise and Pershing missiles to answer <em>Soviet</em> conventional superiority in Europe. It is worth reminding ourselves that those weapons systems were not deployed in answer to a <em>Soviet</em> conventional"
"uk.proc.d.1970-03-05.6.1.134","uk.proc","speech",0.6614931,"1970-03-05","Mr. Allaun","Labour","","mp",4,"commons"," initial launching of nuclear weapons would provoke and not deter decimation. They would be suicide weapons. The current argument is that if <em>Soviet</em> Russia began a massive conventional invasion of Western Europe, which even The Times this morning considers highly unlikely, the West would drop a tactical nuclear weapon, or several of them, to show that if"
"uk.proc.d.1955-04-25.7.10.3","uk.proc","speech",0.6614931,"1955-04-25","The Secretary of State for Foreign Affairs (Mr. Harold Macmillan)","Conservative","The Secretary of State for Foreign Affairs","government",5,"commons","On 27th April a meeting of British, American and French officials will begin in London in order to prepare plans, for consideration by Ministers, for holding a four-Power conference with the <em>Soviet</em> Government. West German officials will be invited to attend the meetings to discuss questions affecting Germany. The British instruments ratifying the"
"uk.proc.d.1980-03-17.7.1.136","uk.proc","speech",0.6614931,"1980-03-17","Mr. Winterton","Conservative","","mp",2,"commons","The Russians will be there in large numbers, and I am not sure that unfilled stadiums will go unnoticed. The <em>Soviet</em> Union and its State-controlled press will doubtless do their best to promote the Games as a fantastic propaganda exercise. If Sebastian Coe and other well-known sportsmen from countries such as America and West Germany do not attend"
"uk.proc.d.1980-03-17.7.1.268","uk.proc","speech",0.6614931,"1980-03-17","Mr. Heseltine","Conservative","The Secretary of State for the Environment","government",2,"commons","Again, the hon. Member for Ince made the point that it was one of the responsibilities of this House to recognise that the decisions that we make and the policies that we follow have a message for those people who either live in the <em>Soviet</em> Union or who are under the domination of the <em>Soviet</em> Union. It is again a coincidence of events, which will"
"uk.proc.d.1975-02-18.6.1.10","uk.proc","speech",0.6614931,"1975-02-18","The Prime Minister","Labour","The Prime Minister","government",2,"commons","Whatever the subject announced, some hon. Gentlemen would have gone off with that kind of intervention. I am glad to tell the hon. Gentleman, because he does not seem to have checked for himself, that before I went to Moscow I met all the top brass and the big companies who for years have traded with the <em>Soviet</em> Union or who are now seeking"
"uk.proc.d.1976-06-10.11.1.49","uk.proc","speech",0.6614931,"1976-06-10","Mr. George","Labour","","mp",4,"commons","I have read the entire article, but I would not wish to detain the House by commenting on it in great detail. There is always in these debates a great deal of talk about the <em>Soviet</em> buildup of forces, but I think that we should resort to rather more detailed analysis before making what are often rather hysterical outbursts. In my contribution in"
"uk.proc.d.1993-02-24.8.1.43","uk.proc","speech",0.6614931,"1993-02-24","Dr. Reid","Labour","","mp",4,"commons","That is partly a corollary of what I am saying. A full defence review would ensure, first, that our resources met our commitments and, secondly, that the structure of our forces met the perceived risk. I must explain to the hon. Gentleman that the threat used to be defined as having two parts—intention and capability. When the <em>Soviet</em> Union existed"
"uk.proc.d.1988-11-22.5.1.112","uk.proc","speech",0.6614931,"1988-11-22","Mr. Cook","Labour","","mp",2,"commons"," Iklé, a spokesman for the Pentagon. The <em>Soviet</em> Union did not have to feed me any information on this occasion. The hon. Gentleman amply illustrates the unheeding stance of some politicians, few though there are on the Conservative Benches, who cannot accept the logic of something even when it hits them between the eyes. I shall try to give the hon"
"uk.proc.d.1983-10-31.7.1.176","uk.proc","speech",0.6614931,"1983-10-31","Mr. Luce","Conservative","The Minister of State, Foreign and Commonwealth Office","government",3,"commons"," refusal of the <em>Soviet</em> Union to do serious business where it matters, and that is at the negotiating table. They have preferred throughout to attempt to negotiate over the heads of the Governments involved by misleading western opinion with an unrelenting propaganda campaign. Our hope remains that as the <em>Soviet</em> Union comes to realise that the NATO"
"uk.proc.d.1989-12-13.7.1.36","uk.proc","speech",0.6614931,"1989-12-13","Sir Russell Johnston","Liberal Democrats","","mp",2,"commons"," continuing diplomatic efforts with the United States, the <em>Soviet</em> Union, our European Community partners, certain Arab countries.\"—[ Official Report, 4 December 1989: Vol. 163, c. 19.] and so on. How seriously are the Government pursuing those efforts? Are they simply official-to-official talks or are they Minister-to-Minister talks? What is the"
"uk.proc.d.1954-10-25.10.7.4","uk.proc","speech",0.6614931,"1954-10-25","Sir Anthony Eden","Conservative","The Secretary of State for Foreign Affairs","government",3,"commons","On 11th June an Anglo-French Memorandum was submitted, which dealt with a suggested programme for setting up a Control Organ and for carrying out any prohibitions and reductions that might be agreed regarding weapons. This Memorandum was warmly supported by the United States and Canada. The <em>Soviet</em> Government, however, refused to discuss these"
"uk.proc.d.1986-06-30.13.1.105","uk.proc","speech",0.6614931,"1986-06-30","Mr. Kenneth Hind","Conservative","","mp",9,"commons"," conventional deterrence is essential to our defence capability. The Estimates address that problem. I shall look at some of the basic underlying problems facing us today. The only direction from which we can see a major threat to the Western and British interests is from the Warsaw pact, dominated by the <em>Soviet</em> Union. Any nation that spends 15 per"
"uk.proc.d.1953-03-12.18.1.171","uk.proc","speech",0.6614931,"1953-03-12","Mr. George Ward","Conservative","The Under-Secretary of State for Air","government",2,"commons"," Command on a routine exercise was shot down by MIG fighters today in the Hamburg-Berlin air corridor near the zonal frontier. Six of the crew were killed and one wounded. Earlier today another Royal Air Force Lincoln of Flying Training Command on a similar routine exercise had been the object of a threatening mock attack by two <em>Soviet</em> MIG fighters"
"uk.proc.d.1955-03-28.16.1.2","uk.proc","speech",0.6614931,"1955-03-28","Mr. Noel-Baker","Labour","","mp",2,"commons","I should like to ask two questions. First, while we all regret that the first proposal of the <em>Soviet</em> Government should have held out no hope of progress or agreement, may we take it from the last sentence of the right hon. Gentleman's statement that the <em>Soviet</em> have now made new proposals on which there is some hope that useful discussions may lead"
"uk.proc.d.1988-06-30.12.1.77","uk.proc","speech",0.6614931,"1988-06-30","Mr. Healey","Labour","","mp",8,"commons","There are many answers to that, which I shall not explore. The right hon. Member for Old Bexley and Sidcup made a very important point. We cannot guess whether Gorbachev will succeed in his domestic objectives. However, there is much more reason to be confident that he will succeed in his external objectives. Foreign policy in the <em>Soviet</em> Union, as"
"uk.proc.d.1977-04-19.9.1.17","uk.proc","speech",0.6614931,"1977-04-19","Dr. Owen","Labour","The Secretary of State for Foreign and Commonwealth Affairs","government",2,"commons","I made it clear throughout Africa that I did not believe that the West resented the <em>Soviet</em> Union's presence in Africa. They have the right to be there, as we have the right to be there. [HON. MEMBERS: \"Oh.\"] Oh, yes. They have the right to help. I said it was wrong that their help was almost entirely confined to the supply of arms and not to"
"uk.proc.d.1975-08-05.4.1.2","uk.proc","speech",0.6614931,"1975-08-05","Mrs. Thatcher","Conservative","","mp",3,"commons"," points to the Prime Minister? First, what actual steps does the right hon. Gentleman expect the <em>Soviet</em> Union to take in the coming year or so if it is to prove that the agreement is a living reality and not a formality? For example, the right hon. Gentleman mentioned that he had raised the question of Portugal with the <em>Soviet</em> Union. He did not say"
"uk.proc.d.1975-03-12.19.1.86","uk.proc","speech",0.6614931,"1975-03-12","Mr. Deakins","Labour","The Under-Secretary of State for Trade","government",3,"commons"," agreement on these things. I should add that in considering trade with the Communist bloc, and with the <em>Soviet</em> Union in particular, we have to take account of what our competitors are doing. Otherwise, we shall find that our exporters are out in the cold. Plainly, exporters to the <em>Soviet</em> Union will be able to take advantage of the cost escalation scheme because many of the contract projects with the <em>Soviet</em> Union are very large projects involving long manufacturing and delivery periods. Finally, I return to the point which—"
"uk.proc.d.1958-04-24.4.1.1","uk.proc","speech",0.6614931,"1958-04-24","Miss Burton","Labour","","mp",3,"commons"," over of 24 inches, and 20 combination turret lathes, all of which are included in List 1, Group A, of the Common Embargo List for Trade with China and the <em>Soviet</em> bloc; and if he will secure their removal from the list; (2) if he will consider the removal of fine boring machines, having an accuracy of 0.005 inch, from List 2 of the Common Embargo List"
"uk.proc.d.2005-01-27.3.1.17","uk.proc","speech",0.6614931,"2005-01-27","Julian Lewis","Conservative","","mp",3,"commons"," Lithuanian Special Archive, that both the country's Foreign Minister, Antanas Valionis, and, even more importantly, the Director-General of the State Security Department, Arvydas Pocius, were Reserve Officers in the <em>Soviet</em> KGB; deplores the dismissal of the Director of the Lithuanian Special Archive; believes that there are implications for the security"
"uk.proc.d.1978-05-02.6.1.8","uk.proc","speech",0.6614931,"1978-05-02","The Prime Minister","Labour","The Prime Minister","government",3,"commons","I am not quite sure what the right hon. Lady is intending concerning relations with the <em>Soviet</em> Union, but a year ago, after her visit to China, I understood her to say that she did not wish to see relations with the <em>Soviet</em> Union impaired. No more do I. I hope that that is still her view. As for standing up for what has been said, I gather that Sir"
"uk.proc.d.1977-03-28.7.1.41","uk.proc","speech",0.6614931,"1977-03-28","Miss Richardson","Labour","","mp",3,"commons"," said, I imagine that they disapprove of what the President is doing and that if he achieves something, the Opposition will not approve of it. Returning to the defence White Paper and the <em>Soviet</em> threat, about which we have heard so much, the White Paper maintains that the <em>Soviet</em> Union allocates 11 per cent. or 12 per cent. of its GNP to its military"
"uk.proc.d.1976-10-18.4.7.12","uk.proc","speech",0.6614931,"1976-10-18","Mr. Meacher","Labour","The Under-Secretary of State for Trade","government",2,"commons","On the question of the <em>Soviet</em> Union being able to obtain goods on a better rate of credit than is obtainable by domestic producers, we are talking about exports and there is no direct analogy with domestic producers. All we have offered to the <em>Soviet</em> Union is a rate of interest that is, so far as we can judge, competitive with that provided by"
